,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,genre,movie_id,title
704,,,,,,,,1,,,,,,,,,,,Drama,713.0,Of Love and Shadows (1994)
705,,,,,,,,,,,,,,,,,,1,Western,714.0,Dead Man (1995)
706,,,,,,,,1,,,,,,,,,,,Drama,715.0,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
707,,,,,,1,,,,,,,,,,,,,Crime,716.0,Switchblade Sisters (1975)
708,,,,,1,,,,,,,,,,,,,,Comedy,717.0,Mouth to Mouth (Boca a boca) (1995)
709,,,,,1,,,,,,,,,,1,,,,Comedy|Sci-Fi,718.0,"Visitors, The (Les Visiteurs) (1993)"
710,,,,,1,,,,,,,,,,,,,,Comedy,719.0,Multiplicity (1996)
711,,,1,,,,,,,,,,,,,,,,Animation,720.0,Wallace & Gromit: The Best of Aardman Animation (1996)
712,,,,,,,,1,,,,,,,,,,,Drama,721.0,Halfmoon (Paul Bowles - Halbmond) (1995)
713,,,,,,,1,,,,,,,,,,,,Documentary,722.0,"Haunted World of Edward D. Wood Jr., The (1995)"
714,,,,,,,,1,,,,,,,,,,,Drama,723.0,Two Friends (1986)
715,,,,,,,,1,,,1,,,,,,,,Drama|Horror,724.0,"Craft, The (1996)"
716,,,,,1,,,,,,,,,,,,,,Comedy,725.0,"Great White Hype, The (1996)"
717,,,,,,,,1,,,,,,,,,,,Drama,726.0,Last Dance (1996)
718,,,,,,,1,,,,,,,,,,,,Documentary,727.0,War Stories (1995)
719,,,,,1,,,,,,,,,,,,,,Comedy,728.0,Cold Comfort Farm (1995)
720,,,,,,,,1,,,,,,,,,,,Drama,729.0,"Institute Benjamenta, or This Dream People Call Human Life (1995)"
721,,,,,,,,1,,,,,,,,,,,Drama,730.0,"Low Life, The (1994)"
722,,,,,,,,,,,,,1,,,1,,,Mystery|Thriller,731.0,Heaven's Prisoners (1996)
723,,,,,,1,,,,,,,,,,,,,Crime,732.0,Original Gangstas (1996)
724,1,1,,,,,,,,,,,,,,1,,,Action|Adventure|Thriller,733.0,"Rock, The (1996)"
725,,,,,1,,,,,,,,,,,,,,Comedy,734.0,Getting Away With Murder (1996)
726,,,,,1,,,,,,1,,,,,,,,Comedy|Horror,735.0,Cemetery Man (Dellamorte Dellamore) (1994)
727,1,1,,,,,,,,,,,,1,,1,,,Action|Adventure|Romance|Thriller,736.0,Twister (1996)
728,1,,,,,,,,,,,,,,1,,,,Action|Sci-Fi,737.0,Barb Wire (1996)
729,,,,,,,,1,,,,,,,,,,,Drama,738.0,"Garcu, Le (1995)"
730,,,,,1,,,,,,,,,,,,,,Comedy,739.0,Honigmond (1996)
731,,,1,,,,,,,,,,,,1,,,,Animation|Sci-Fi,741.0,Ghost in the Shell (Kokaku kidotai) (1995)
732,,,,,,,,,,,1,,,,,1,,,Horror|Thriller,742.0,Thinner (1996)
733,,,,,1,,,,,,,,,,,,,,Comedy,743.0,Spy Hard (1996)
734,,,,,,,,1,,,,,,,,,,,Drama,744.0,Brothers in Trouble (1995)
735,,,1,,1,,,,,,,,,,,1,,,Animation|Comedy|Thriller,745.0,"Close Shave, A (1995)"
736,,,,,,,,,,1,,,,,,,,,Film-Noir,746.0,Force of Evil (1948)
737,,,,,1,,,,,,,,,,,,,,Comedy,747.0,"Stupids, The (1996)"
738,1,,,,,,,,,,,,,,1,1,,,Action|Sci-Fi|Thriller,748.0,"Arrival, The (1996)"
739,,,,,,,,1,,,,,,,,,,,Drama,749.0,"Man from Down Under, The (1943)"
740,,,,,,,,,,,,,,,1,,1,,Sci-Fi|War,750.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
741,,,,,1,,,,,,,,,,,,,,Comedy,751.0,Careful (1992)
742,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,752.0,Vermont Is For Lovers (1992)
743,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,753.0,"Month by the Lake, A (1995)"
744,,1,,1,,,,,,,,,,,,,,,Adventure|Children's,754.0,Gold Diggers: The Secret of Bear Mountain (1995)
745,,,,1,,,,1,,,,,,,,,,,Children's|Drama,755.0,Kim (1950)
746,,,,,,,1,,,,,,,,,,,,Documentary,756.0,Carmen Miranda: Bananas Is My Business (1994)
747,,,,,,,,1,,,,,,,,,,,Drama,757.0,Ashes of Time (1994)
748,,,,,,,,1,,,,,,,,,,,Drama,758.0,"Jar, The (Khomreh) (1992)"
749,,,,,,,1,,,,,,,,,,,,Documentary,759.0,Maya Lin: A Strong Clear Vision (1994)
750,,,,,,,,,,,,,,,,,1,,War,760.0,Stalingrad (1993)
751,,1,,,,,,,,,,,,,,,,,Adventure,761.0,"Phantom, The (1996)"
752,,,,,1,1,,,,,,,,,,,,,Comedy|Crime,762.0,Striptease (1996)
753,,,,,,,,1,,,,,,,,,,,Drama,763.0,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)"
754,,,,,,,,1,,,,,,1,,,,,Drama|Romance,764.0,Heavy (1995)
755,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,765.0,Jack (1996)
756,,,,,,,,1,,,,,,,,,,,Drama,766.0,I Shot Andy Warhol (1996)
757,,,,,,,,1,,,,,,,,,,,Drama,767.0,"Grass Harp, The (1995)"
758,,,,,,,,1,,,,,,,,,,,Drama,768.0,Someone Else's America (1995)
759,,,,,,,1,,,,,,,,,,,,Documentary,769.0,Marlene Dietrich: Shadow and Light (1996)
760,,,,,,,,1,,,,,,,,,,,Drama,770.0,Costa Brava (1946)
761,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,771.0,"Vie est belle, La (Life is Rosey) (1987)"
762,,,,,1,,,,,,,,,,,,,,Comedy,772.0,Quartier Mozart (1992)
763,,,,,,,,1,,,,,,,,,,,Drama,773.0,Touki Bouki (Journey of the Hyena) (1973)
764,,,,,,,,1,,,,,,,,,,,Drama,774.0,Wend Kuuni (God's Gift) (1982)
765,,,,,,,,,,,1,,,,,,,,Horror,775.0,Spirits of the Dead (Tre Passi nel Delirio) (1968)
766,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,776.0,Babyfever (1994)
767,,,,,,,,,,,,,,,,,1,,War,777.0,Pharaoh's Army (1995)
768,,,,,,,,1,,,,,,,,,,,Drama,778.0,Trainspotting (1996)
769,,,,,,,,1,,,,,,1,,,,,Drama|Romance,779.0,'Til There Was You (1997)
770,1,,,,,,,,,,,,,,1,,1,,Action|Sci-Fi|War,780.0,Independence Day (ID4) (1996)
771,,,,,,,,1,,,,,,,,,,,Drama,781.0,Stealing Beauty (1996)
772,,,,,,,,,,,,,,,,1,,,Thriller,782.0,"Fan, The (1996)"
773,,,1,1,,,,,,,,1,,,,,,,Animation|Children's|Musical,783.0,"Hunchback of Notre Dame, The (1996)"
774,,,,,1,,,,,,,,,,,,,,Comedy,784.0,"Cable Guy, The (1996)"
775,,,,,1,,,,,,,,,,,,,,Comedy,785.0,Kingpin (1996)
776,1,,,,,,,,,,,,,,,1,,,Action|Thriller,786.0,Eraser (1996)
777,,,,,,,1,,,,,,,,,,,,Documentary,787.0,"Gate of Heavenly Peace, The (1995)"
778,,,,,1,,,,1,,,,,1,1,,,,Comedy|Fantasy|Romance|Sci-Fi,788.0,"Nutty Professor, The (1996)"
779,,,,,,,,1,,,,,,,,,,,Drama,789.0,"I, Worst of All (Yo, la peor de todas) (1990)"
780,,,,,,,,1,,,,,,,,,,,Drama,790.0,An Unforgettable Summer (1994)
781,,,,,,,1,,,,,,,,,,,,Documentary,791.0,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"
782,,,,,,,,,1,,,,,,,,,,Fantasy,792.0,"Hungarian Fairy Tale, A (1987)"
783,,,,,,,,1,,,,,,,,,,,Drama,793.0,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
784,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,794.0,Midnight Dancers (Sibak) (1994)
785,,,,,,,,1,,,,,,,,,,,Drama,795.0,Somebody to Love (1994)
786,,,,,,,,1,,,,,,,,,,,Drama,796.0,"Very Natural Thing, A (1974)"
787,,,,,1,,,,,,,,,,,,,,Comedy,797.0,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)"
788,1,1,,,,,,,,,,,,,,1,,,Action|Adventure|Thriller,798.0,Daylight (1996)
789,,,,,1,,,,,,1,,,,,,,,Comedy|Horror,799.0,"Frighteners, The (1996)"
790,,,,,,,,1,,,,,1,,,,,,Drama|Mystery,800.0,Lone Star (1996)
791,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,801.0,Harriet the Spy (1996)
792,,,,,,,,1,,,,,,1,,,,,Drama|Romance,802.0,Phenomenon (1996)
793,,,,,,,,,,,,,,1,,,,,Romance,803.0,Walking and Talking (1996)
794,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,804.0,She's the One (1996)
795,,,,,,,,1,,,,,,,,,,,Drama,805.0,"Time to Kill, A (1996)"
796,,,,,,,,1,,,,,,,,,,,Drama,806.0,American Buffalo (1996)
797,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,807.0,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"
798,,1,,1,,,,,,,,,,,,,,,Adventure|Children's,808.0,Alaska (1996)
799,1,1,,,,,,,,,,,,,,,,,Action|Adventure,809.0,Fled (1996)
800,,,,1,1,,,,1,,,,,,,,,,Children's|Comedy|Fantasy,810.0,Kazaam (1996)
801,,,,,1,,,,,,,,,,,,,,Comedy,811.0,"Bewegte Mann, Der (1994)"
802,,,,,,,,1,,,,,,,,,,,Drama,812.0,Magic Hunter (1994)
803,,,,,1,,,,,,,,,,,,,,Comedy,813.0,Larger Than Life (1996)
804,,,,,,,,1,,,,,,,,,,,Drama,814.0,"Boy Called Hate, A (1995)"
805,1,,,,,,,,,,,,1,,,1,,,Action|Mystery|Thriller,815.0,Power 98 (1995)
806,,,,,,,,1,,,,,,,,,,,Drama,816.0,Two Deaths (1995)
807,,,,,1,,,,,,,,,,,,,,Comedy,818.0,"Very Brady Sequel, A (1996)"
808,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,819.0,Stefano Quantestorie (1993)
809,,,,,,,,1,,,,,,,,,,,Drama,820.0,"Death in the Garden (Mort en ce jardin, La) (1956)"
810,,,,,,,,,,,,,,1,,,,,Romance,821.0,"Crude Oasis, The (1995)"
811,,,,,,,,1,,,,,,,,,,,Drama,822.0,Hedd Wyn (1992)
812,,,,,,,,1,,,,,,,,,,,Drama,823.0,"Collectionneuse, La (1967)"
813,,,,,,,,1,,,,,,,,,,,Drama,824.0,Kaspar Hauser (1993)
814,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,825.0,Echte Kerle (1996)
815,,,,,,,,1,,,,,,,,,,,Drama,826.0,Diebinnen (1995)
816,,,,,,,,1,,,,,,,,,,,Drama,827.0,"Convent, The (Convento, O) (1995)"
817,,1,,1,,,,,,,,,,,,,,,Adventure|Children's,828.0,"Adventures of Pinocchio, The (1996)"
818,,,,,1,,,,,,,1,,,,,,,Comedy|Musical,829.0,Joe's Apartment (1996)
819,,,,,1,,,,,,,,,,,,,,Comedy,830.0,"First Wives Club, The (1996)"
820,,,,,,,,1,,,,,,,,,,,Drama,831.0,Stonewall (1995)
821,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,832.0,Ransom (1996)
822,,,,,1,,,,,,,,,,,,,,Comedy,833.0,High School High (1996)
823,,,,,1,,,,,,,,,,,,,,Comedy,834.0,Phat Beach (1996)
824,,,,,,,,1,,,,,,,,,,,Drama,835.0,Foxfire (1996)
825,1,1,,,,,,,,,,,,,,1,,,Action|Adventure|Thriller,836.0,Chain Reaction (1996)
826,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,837.0,Matilda (1996)
827,,,,,1,,,1,,,,,,1,,,,,Comedy|Drama|Romance,838.0,Emma (1996)
828,1,,,,,,,,,,,,,,,1,,,Action|Thriller,839.0,"Crow: City of Angels, The (1996)"
829,,,,,1,,,,,,,,,,,,,,Comedy,840.0,House Arrest (1996)
830,,,,,,,,,,,1,,,,,,,,Horror,841.0,Eyes Without a Face (1959)
831,,,,,,,,,,,1,,,,,,,,Horror,842.0,Tales from the Crypt Presents: Bordello of Blood (1996)
832,,,,,,,,1,,,,,,,,,,,Drama,843.0,Lotto Land (1995)
833,,,,,,,,1,,,,,,,,,,,Drama,844.0,"Story of Xinghua, The (1993)"
834,,,,,,,,1,,,,,,,,,,,Drama,845.0,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"
835,,,,,,,,1,,,,,,,,,,,Drama,846.0,Flirt (1995)
836,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,847.0,"Big Squeeze, The (1996)"
837,,,,,,,,1,,,,,,,,,,,Drama,848.0,"Spitfire Grill, The (1996)"
838,1,1,,,,,,,,,,,,,1,1,,,Action|Adventure|Sci-Fi|Thriller,849.0,Escape from L.A. (1996)
839,,,,,,1,,1,,,,,,,,,,,Crime|Drama,850.0,Cyclo (1995)
840,,,,,,,,1,,,,,,,,,,,Drama,851.0,Basquiat (1996)
841,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,852.0,Tin Cup (1996)
842,,,,,,,,1,,,,,,,,,,,Drama,853.0,Dingo (1992)
843,,,,,,,,1,,,,,,,,,,,Drama,854.0,"Ballad of Narayama, The (Narayama Bushiko) (1958)"
844,,,,,,,,1,,,,,,,,,,,Drama,855.0,Every Other Weekend (1990)
845,,,,,1,,,,,,,,,,,,,,Comedy,856.0,Mille bolle blu (1993)
846,,,,,,,,1,,,,,,,,,,,Drama,857.0,Crows and Sparrows (1949)
847,1,,,,,1,,1,,,,,,,,,,,Action|Crime|Drama,858.0,"Godfather, The (1972)"
848,,,,,,,1,,,,,,,,,,,,Documentary,859.0,"Hippie Revolution, The (1996)"
849,,,,,1,,,,,,,,,,,,,,Comedy,860.0,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
850,1,,,,,,,,,,,,,,,1,,,Action|Thriller,861.0,Supercop (1992)
851,,,,,,,,1,,,,,,,,,,,Drama,862.0,Manny & Lo (1996)
852,,,,,1,,,,,,,,,,,,,,Comedy,863.0,Celestial Clockwork (1994)
853,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,864.0,"Wife, The (1995)"
854,,,,,,,,1,,,,,,,,,,,Drama,865.0,Small Faces (1995)
855,,,,,,1,,1,,,,,,1,,1,,,Crime|Drama|Romance|Thriller,866.0,Bound (1996)
856,,,,,1,1,,,,,,,,,,,,,Comedy|Crime,867.0,Carpool (1996)
857,,,,,1,,,,,,,,,,,,,,Comedy,868.0,Death in Brunswick (1991)
858,,,,,,1,,,,,,,,,,,,,Crime,869.0,Kansas City (1996)
859,,,,,1,,,,,,,,,,,,,,Comedy,870.0,Gone Fishin' (1997)
860,,,,,1,,,,,,,,,,,,,,Comedy,871.0,Lover's Knot (1996)
861,,,,,,,,1,,,,,,,,,,,Drama,872.0,Aiqing wansui (1994)
862,,,,,,,,1,,,,,,,,,,,Drama,873.0,Shadow of Angels (Schatten der Engel) (1976)
863,,,,,,1,,1,,,,,,,,,,,Crime|Drama,874.0,Killer: A Journal of Murder (1995)
864,,,,,,,,1,,,,,,,,,,,Drama,875.0,Nothing to Lose (1994)
865,1,,,,,,,,,,,,,,,,,,Action,876.0,Police Story 4: Project S (Chao ji ji hua) (1993)
866,,,,,,,,1,,,,,,,,,,,Drama,877.0,Girls Town (1996)
867,,,,,,,,1,,,,,,,,,,,Drama,878.0,Bye-Bye (1995)
868,,,,,,,,,,,1,,,,,,,,Horror,879.0,"Relic, The (1997)"
869,,,,,,,,,,,,,,,1,1,,,Sci-Fi|Thriller,880.0,"Island of Dr. Moreau, The (1996)"
870,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,881.0,First Kid (1996)
871,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,882.0,"Trigger Effect, The (1996)"
872,,,,,,,,1,,,,,,,,,,,Drama,884.0,Sweet Nothing (1995)
873,,,,1,,,,1,1,,,,,,,,,,Children's|Drama|Fantasy,885.0,Bogus (1996)
874,1,,,,,,,,,,,,,,,,,,Action,886.0,Bulletproof (1996)
875,,,,,,,,1,,,,,,,,,,,Drama,887.0,Talk of Angels (1998)
876,,,1,1,,,,,,,,,,,,,,,Animation|Children's,888.0,Land Before Time III: The Time of the Great Giving (1995)
877,,,,,,,,,,,,,,1,,,,,Romance,889.0,1-900 (1994)
878,,,,,,,,,,,,,,,,1,,,Thriller,890.0,Baton Rouge (1988)
879,,,,,,,,,,,1,,,,,1,,,Horror|Thriller,891.0,Halloween: The Curse of Michael Myers (1995)
880,,,,,1,,,1,,,,,,1,,,,,Comedy|Drama|Romance,892.0,Twelfth Night (1996)
881,,,,,,,,1,,,,,,,,,,,Drama,893.0,Mother Night (1996)
882,,,,,,,,,,,,,,1,,,,,Romance,894.0,Liebelei (1933)
883,,,,,,,,1,,,,,,,,,,,Drama,895.0,Venice/Venice (1992)
884,,,,,,,,1,,,,,,,,,,,Drama,896.0,Wild Reeds (1994)
885,,1,,,,,,,,,,,,,,,1,,Adventure|War,897.0,For Whom the Bell Tolls (1943)
886,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,898.0,"Philadelphia Story, The (1940)"
887,,,,,,,,,,,,1,,1,,,,,Musical|Romance,899.0,Singin' in the Rain (1952)
888,,,,,,,,,,,,1,,1,,,,,Musical|Romance,900.0,"American in Paris, An (1951)"
889,,,,,1,,,,,,,1,,,,,,,Comedy|Musical,901.0,Funny Face (1957)
890,,,,,,,,1,,,,,,1,,,,,Drama|Romance,902.0,Breakfast at Tiffany's (1961)
891,,,,,,,,,,,,,1,,,1,,,Mystery|Thriller,903.0,Vertigo (1958)
892,,,,,,,,,,,,,1,,,1,,,Mystery|Thriller,904.0,Rear Window (1954)
893,,,,,1,,,,,,,,,,,,,,Comedy,905.0,It Happened One Night (1934)
894,,,,,,,,,,,,,1,,,1,,,Mystery|Thriller,906.0,Gaslight (1944)
895,,,,,1,,,,,,,1,,1,,,,,Comedy|Musical|Romance,907.0,"Gay Divorcee, The (1934)"
896,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,908.0,North by Northwest (1959)
897,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,909.0,"Apartment, The (1960)"
898,,,,,1,1,,,,,,,,,,,,,Comedy|Crime,910.0,Some Like It Hot (1959)
899,,,,,1,,,,,,,,1,1,,1,,,Comedy|Mystery|Romance|Thriller,911.0,Charade (1963)
900,,,,,,,,1,,,,,,1,,,1,,Drama|Romance|War,912.0,Casablanca (1942)
901,,,,,,,,,,1,,,1,,,,,,Film-Noir|Mystery,913.0,"Maltese Falcon, The (1941)"
902,,,,,,,,,,,,1,,1,,,,,Musical|Romance,914.0,My Fair Lady (1964)
903,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,915.0,Sabrina (1954)
904,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,916.0,Roman Holiday (1953)
905,,,,1,,,,1,,,,,,,,,,,Children's|Drama,917.0,"Little Princess, The (1939)"
906,,,,,,,,,,,,1,,,,,,,Musical,918.0,Meet Me in St. Louis (1944)
907,,1,,1,,,,1,,,,1,,,,,,,Adventure|Children's|Drama|Musical,919.0,"Wizard of Oz, The (1939)"
908,,,,,,,,1,,,,,,1,,,1,,Drama|Romance|War,920.0,Gone with the Wind (1939)
909,,,,,1,,,,,,,,,,,,,,Comedy,921.0,My Favorite Year (1982)
910,,,,,,,,,,1,,,,,,,,,Film-Noir,922.0,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
911,,,,,,,,1,,,,,,,,,,,Drama,923.0,Citizen Kane (1941)
912,,,,,,,,1,,,,,1,,1,1,,,Drama|Mystery|Sci-Fi|Thriller,924.0,2001: A Space Odyssey (1968)
913,,1,,,,,,,,,,,,1,,,,,Adventure|Romance,925.0,Golden Earrings (1947)
914,,,,,,,,1,,,,,,,,,,,Drama,926.0,All About Eve (1950)
915,,,,,1,,,,,,,,,,,,,,Comedy,927.0,"Women, The (1939)"
916,,,,,,,,,,,,,,1,,1,,,Romance|Thriller,928.0,Rebecca (1940)
917,,,,,,,,,,,,,,,,1,,,Thriller,929.0,Foreign Correspondent (1940)
918,,,,,,,,,,1,,,,1,,1,,,Film-Noir|Romance|Thriller,930.0,Notorious (1946)
919,,,,,,,,,,,,,1,1,,1,,,Mystery|Romance|Thriller,931.0,Spellbound (1945)
920,,,,,,,,,,,,,,1,,,,,Romance,932.0,"Affair to Remember, An (1957)"
921,,,,,1,,,,,,,,,1,,1,,,Comedy|Romance|Thriller,933.0,To Catch a Thief (1955)
922,,,,,1,,,,,,,,,,,,,,Comedy,934.0,Father of the Bride (1950)
923,,,,,1,,,,,,,1,,,,,,,Comedy|Musical,935.0,"Band Wagon, The (1953)"
924,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,936.0,Ninotchka (1939)
925,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,937.0,Love in the Afternoon (1957)
926,,,,,,,,,,,,1,,,,,,,Musical,938.0,Gigi (1958)
927,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,939.0,"Reluctant Debutante, The (1958)"
928,1,1,,,,,,,,,,,,,,,,,Action|Adventure,940.0,"Adventures of Robin Hood, The (1938)"
929,,1,,,,,,,,,,,,,,,,,Adventure,941.0,"Mark of Zorro, The (1940)"
930,,,,,,1,,,,1,,,1,,,,,,Crime|Film-Noir|Mystery,942.0,Laura (1944)
931,,,,,,,,1,,,,,,1,,,,,Drama|Romance,943.0,"Ghost and Mrs. Muir, The (1947)"
932,,,,,,,,1,,,,,,,,,,,Drama,944.0,Lost Horizon (1937)
933,,,,,1,,,,,,,1,,1,,,,,Comedy|Musical|Romance,945.0,Top Hat (1935)
934,,,,,1,,,1,,,,,,,,,1,,Comedy|Drama|War,946.0,To Be or Not to Be (1942)
935,,,,,1,,,,,,,,,,,,,,Comedy,947.0,My Man Godfrey (1936)
936,,,,,,,,1,,,,,,,,,,,Drama,948.0,Giant (1956)
937,,,,,,,,1,,,,,,,,,,,Drama,949.0,East of Eden (1955)
938,,,,,,,,,,,,,1,,,,,,Mystery,950.0,"Thin Man, The (1934)"
939,,,,,1,,,,,,,,,,,,,,Comedy,951.0,His Girl Friday (1940)
940,,1,,,1,,,,,,,,,,,,,,Adventure|Comedy,952.0,Around the World in 80 Days (1956)
941,,,,,,,,1,,,,,,,,,,,Drama,953.0,It's a Wonderful Life (1946)
942,,,,,,,,1,,,,,,,,,,,Drama,954.0,Mr. Smith Goes to Washington (1939)
943,,,,,1,,,,,,,,,,,,,,Comedy,955.0,Bringing Up Baby (1938)
944,,,,,,,,1,,,,,,1,,,,,Drama|Romance,956.0,Penny Serenade (1941)
945,,,,,,,,1,,,,,,,,,,,Drama,957.0,"Scarlet Letter, The (1926)"
946,,,,,1,,,,,,,,1,,,,,,Comedy|Mystery,958.0,Lady of Burlesque (1943)
947,,,,,,,,1,,,,,,,,,,,Drama,959.0,Of Human Bondage (1934)
948,,,,,,1,,1,,,,,,,,,,,Crime|Drama,960.0,Angel on My Shoulder (1946)
949,,,,,,,,1,,,,,,,,,,,Drama,961.0,Little Lord Fauntleroy (1936)
950,,,,,,1,,1,,,,,,,,,,,Crime|Drama,962.0,They Made Me a Criminal (1939)
951,,,,,,,,,,,,1,,,,,,,Musical,963.0,"Inspector General, The (1949)"
952,,,,,,,,,,,,,,,,,,1,Western,964.0,Angel and the Badman (1947)
953,,,,,,,,,,,,,,,,1,,,Thriller,965.0,"39 Steps, The (1935)"
954,,,,,,,,1,,,,,,,,,,,Drama,966.0,"Walk in the Sun, A (1945)"
955,,,,,,,,,,,,,,,,,,1,Western,967.0,"Outlaw, The (1943)"
956,,,,,,,,,,,1,,,,1,,,,Horror|Sci-Fi,968.0,Night of the Living Dead (1968)
957,1,1,,,,,,,,,,,,1,,,1,,Action|Adventure|Romance|War,969.0,"African Queen, The (1951)"
958,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,970.0,Beat the Devil (1954)
959,,,,,,,,1,,,,,,,,,,,Drama,971.0,Cat on a Hot Tin Roof (1958)
960,,,,,,,,1,,,,,,,,,,,Drama,972.0,"Last Time I Saw Paris, The (1954)"
961,,,,,,,,1,,,,,,,,,,,Drama,973.0,Meet John Doe (1941)
962,,,,,,,,1,,,,,,1,,,,,Drama|Romance,974.0,Algiers (1938)
963,,,,,1,,,,,,,1,,,,,,,Comedy|Musical,975.0,Something to Sing About (1937)
964,,,,,,,,,,,,,,1,,,1,,Romance|War,976.0,"Farewell to Arms, A (1932)"
965,,,,,,,,,,,,,1,,,,,,Mystery,977.0,Moonlight Murder (1936)
966,,,,,,,,1,,,,,,,,,,,Drama,978.0,"Blue Angel, The (Blaue Engel, Der) (1930)"
967,,,,,,,,1,,,,,,,,,1,,Drama|War,979.0,Nothing Personal (1995)
968,1,,,,,,,,,,,,,,,,,,Action,980.0,In the Line of Duty 2 (1987)
969,,,,,,,,1,,,,,,,,,,,Drama,981.0,Dangerous Ground (1997)
970,,,,,,,,1,,,,,,,,,,,Drama,982.0,Picnic (1955)
971,,,,,,,,,,,,,,1,,,,,Romance,983.0,Madagascar Skin (1995)
972,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,984.0,"Pompatus of Love, The (1996)"
973,,,,,,,1,,,,,,,,,,,,Documentary,985.0,Small Wonders (1996)
974,,1,,1,,,,,,,,,,,,,,,Adventure|Children's,986.0,Fly Away Home (1996)
975,,,,,,,,1,,,,,,1,,,,,Drama|Romance,987.0,Bliss (1997)
976,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,988.0,Grace of My Heart (1996)
977,,,,,,,,1,,,,,,,,,,,Drama,989.0,Schlafes Bruder (Brother of Sleep) (1995)
978,1,1,,,,,,,,,,,,,,1,,,Action|Adventure|Thriller,990.0,Maximum Risk (1996)
979,,,,,,,,1,,,,,,,,,1,,Drama|War,991.0,Michael Collins (1996)
980,,,,,,,,,,,,,,,,1,,,Thriller,992.0,"Rich Man's Wife, The (1996)"
981,,,,,,,,1,,,,,,,,,,,Drama,993.0,Infinity (1996)
982,,,,,,,,1,,,,,,,,,,,Drama,994.0,Big Night (1996)
983,1,,,,,,,1,,,,,,,,,,1,Action|Drama|Western,996.0,Last Man Standing (1996)
984,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,997.0,Caught (1996)
985,1,,,,,1,,,,,,,,,,,,,Action|Crime,998.0,Set It Off (1996)
986,,,,,,1,,,,,,,,,,,,,Crime,999.0,2 Days in the Valley (1996)
987,,,,,,1,,,,,,,,,,,,,Crime,1000.0,Curdled (1996)
988,,,,,1,,,,,,,,,,,,,,Comedy,1001.0,"Associate, The (L'Associe)(1982)"
989,,,,,1,,,,,,,,,,,,,,Comedy,1002.0,Ed's Next Move (1996)
990,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,1003.0,Extreme Measures (1996)
991,1,,,,,,,,,,,,,,,1,,,Action|Thriller,1004.0,"Glimmer Man, The (1996)"
992,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,1005.0,D3: The Mighty Ducks (1996)
993,,,,,,,,1,,,,,,,,,,,Drama,1006.0,"Chamber, The (1996)"
994,,,,1,1,,,,,,,,,,,,,1,Children's|Comedy|Western,1007.0,"Apple Dumpling Gang, The (1975)"
995,,,,,,,,,,,,,,,,,,1,Western,1008.0,"Davy Crockett, King of the Wild Frontier (1955)"
996,,1,,1,,,,,1,,,,,,,,,,Adventure|Children's|Fantasy,1009.0,Escape to Witch Mountain (1975)
997,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,1010.0,"Love Bug, The (1969)"
